pr_id,total_commits,ai_commits,human_commits,ai_commits_percentage,total_comments,ai_comments,human_comments,ai_comments_percentage,total_reviews,ai_reviews,human_reviews,ai_reviews_percentage,time_to_merge_hours,has_related_issue,has_ai_involvement,is_merged
3179789341,3,2,1,66.66666666666666,1,0,1,0.0,0,0,0,0.0,,True,True,False
3179789638,9,4,5,44.44444444444444,0,0,0,0.0,2,0,2,0.0,,True,True,False
3179795816,17,8,9,47.05882352941176,6,5,1,83.33333333333334,30,17,13,56.666666666666664,,True,True,False
3179828414,3,3,0,100.0,1,1,0,100.0,0,0,0,0.0,,True,True,False
3179865924,3,3,0,100.0,0,0,0,0.0,6,2,4,33.33333333333333,,True,True,False
3179895872,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3179973928,2,2,0,100.0,3,1,2,33.33333333333333,4,1,3,25.0,,True,True,False
3179981594,6,5,1,83.33333333333334,3,3,0,100.0,3,0,3,0.0,,False,True,False
3179998444,8,6,2,75.0,2,2,0,100.0,1,1,0,100.0,,True,True,False
3180007991,9,6,3,66.66666666666666,2,1,1,50.0,3,0,3,0.0,,False,True,False
3180097892,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3180110990,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3180142640,30,10,20,33.33333333333333,4,4,0,100.0,19,8,11,42.10526315789473,,True,True,False
3259603262,3,3,0,100.0,1,1,0,100.0,0,0,0,0.0,,True,True,False
3259689574,10,10,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3259701196,1,1,0,100.0,7,3,4,42.857142857142854,1,0,1,0.0,,True,True,False
3259732080,6,6,0,100.0,1,1,0,100.0,5,3,2,60.0,,True,True,False
3259798274,10,8,2,80.0,8,8,0,100.0,19,8,11,42.10526315789473,,True,True,False
3078160044,3,3,0,100.0,6,2,4,33.33333333333333,6,1,5,16.666666666666664,,True,True,False
